Data_Hora,IdTweet,Tweet,Candidato
2022-08-01 18:42:34+00:00,1554175772730036231,@tesoureiros BOLSONARO NÃO TRABALHA,Bolsonaro
2022-08-01 18:42:33+00:00,1554175769399681024,"Com vela e frango, será? 🤔Michelle Bolsonaro leva evangélicos para orar de madrugada dentro do Palácio do Planalto https://t.co/Buj1vs9bCC",Bolsonaro
2022-08-01 18:42:32+00:00,1554175767306813442,"@AndreQueirozz4 @Alberto96652128 @nise_dra @mqueiroga2 @jairbolsonaro @BolsonaroSP @Astro_Pontes Tira o cabresto cara, quem sabe assim vc consiga enxergar direito.",Bolsonaro
2022-08-01 18:42:32+00:00,1554175766849519617,"@CoronelHomeroSP @Anitta @LulaOficial Projeto de lula?

Vc sabe que isso está acontecendo NESTE MOMENTO onde BOLSONARO é o presidente, né? kkkkkkkk

E vcs estão permitindo kkkkkkkk",Bolsonaro
2022-08-01 18:42:31+00:00,1554175760805482496,"What for, in the hell, do you interview a potential terrorist like Bolsonaro 03, @FinancialTimes? 

https://t.co/ICJDcTY7lF",Bolsonaro
2022-08-01 18:42:28+00:00,1554175748654743554,@folha Bolsonaro tá tendo tanto apoio e engajamento nas redes como? Eu não sei porque ele está crescendo tanto agora. As pessoas enlouqueceram?,Bolsonaro
2022-08-01 18:42:27+00:00,1554175746599292928,"Surge um arquivo inédito sobre Bolsonaro, mídia se cala, mas a verdade está protegida e irá prevalecer https://t.co/9VYCkmSnqA",Bolsonaro
2022-08-01 18:42:27+00:00,1554175743692881921,@tesoureiros BOLSONARO NÃO TRABALHA,Bolsonaro
2022-08-01 18:42:26+00:00,1554175739016232962,@JoseMedeirosMT @jairbolsonaro Não compro nada nesse lugar. Tudo caro.,Bolsonaro
2022-08-01 18:42:25+00:00,1554175735253897221,"@reginahricca @JoseMedeirosMT @jairbolsonaro Sensato é querer o ladrão de volta então. Eita povinho de memória curta. Não quer Bolsonaro? Faz parte, mas votar no ladrão? Sei lá.",Bolsonaro
2022-08-01 18:42:24+00:00,1554175734230523905,@folha Presta ATENÇÃO para o Paraná Pesquisas dar 40% para Bolsonaro em São Paulo estando a Frente do Presidiario é porquê no minimo tem 50% https://t.co/mR1QO6G09o,Bolsonaro
2022-08-01 18:42:24+00:00,1554175731382509569,@FlavioBolsonaro Bolsonaro,Bolsonaro
2022-08-01 18:42:22+00:00,1554175724097003520,"@DiegoMontelo @Hrlei1 @WanderleiTO @Laurez_Moreira @cirogomes Olha, no primeiro turno eu vou votar numa mulher. No segundo, eu te garanto que não é no Bolsonaro.",Bolsonaro
2022-08-01 18:42:21+00:00,1554175721999925251,@fabiofaria @jairbolsonaro Grande dia,Bolsonaro
2022-08-01 18:42:21+00:00,1554175721173647362,@FlavioBolsonaro @jairbolsonaro https://t.co/AIp6DVHstk,Bolsonaro
2022-08-01 18:42:21+00:00,1554175720519344135,BOLSONARO NÃO TRABALHA https://t.co/7rE1mfE3HI,Bolsonaro
2022-08-01 18:42:21+00:00,1554175719533682688,"@Jeberson15 @BanksFulana @victorsalespro @monark Boa gado. Enquanto você repete essa mentira que a Globo defende o Lula pq quer dinheiro do Governo, o Governo Bolsonaro dobra os gastos com a Globo pra fazer propaganda eleitoral nela em ano de eleição e tentar ganhar do Lula kkk

https://t.co/q7er8UFJDv",Bolsonaro
2022-08-01 18:42:16+00:00,1554175698700574725,@mfriasoficial @jairbolsonaro Mais um excremento querendo boiar no esgoto do Congresso.,Bolsonaro
2022-08-01 18:42:15+00:00,1554175694468485120,17 e 22 os dois números de bolsonaro https://t.co/G8yHk580BN,Bolsonaro
2022-08-01 18:42:15+00:00,1554175693369626632,Ciro e Bolsonaro podem ter se aliado https://t.co/ypg4tLWpbv,Bolsonaro
2022-08-01 18:42:14+00:00,1554175689670139907,"Entro em pânico psicológico quando vejo esse povo nojento, podre e perverso apoiando o bosta lixo do bolsonaro",Bolsonaro
2022-08-01 18:42:11+00:00,1554175678806953985,@JoseMedeirosMT @jairbolsonaro Minha mulher não concordaria com isso,Bolsonaro
2022-08-01 18:43:00+00:00,1554175884734734336,"@Yurimagrelin @cirogomes @gioewbank Qualquer um que se proponha a ser presidente do Brasil precisa saber lidar com as palavras utilizadas ao se referenciar aos outros povos, principalmente tratando-se de Portugal que diplomaticamente é um país amigo do Brasil.",Ciro
2022-08-01 18:42:57+00:00,1554175869983260672,"@malaguetapbp @cirogomes @gioewbank Sim,partido d Brizola,q mesmo c seis votos traidores a favor d cassação d Dilma o diretório e atual candidato a presidência ficaram contra golpe
Q enviou pedidos de investigação sobre gov militar durante Pandemia, pedidos de impeachment d atual presidente. Defesa do renda mínima",Ciro
2022-08-01 18:42:55+00:00,1554175864480342018,@fabioojuca @cirogomes até qndo o vídeo não tem NADA do PT aparece algué com dó da quadrilha...kkkkkkkkkkkkk,Ciro
2022-08-01 18:42:46+00:00,1554175826471550976,@fsvilela @EvaLopesdaSilv4 @Vana_FN @cirogomes @CartunistaT Perfeito bah...,Ciro
2022-08-01 18:42:35+00:00,1554175776811008002,"@caiofabiovvtv @cirogomes Te admiro muito, uma das poucas vozes lucidas e que entende cristo de verdade!",Ciro
2022-08-01 18:42:34+00:00,1554175773702885377,"No Ceará, Tasso declara apoio ao candidato de Ciro Gomes para o governo https://t.co/lds1FuOZkq #notícias",Ciro
2022-08-01 18:42:33+00:00,1554175769508827136,@tricolor277 @ibanez_almeida @historia_pensar @cirogomes @CartunistaT É a primeira vez q vejo alguém reclamando de alguém q qr ir em debate mas não qr ser atacado por fake news e condenação política 🤙,Ciro
2022-08-01 18:42:31+00:00,1554175760616808448,"@cirogomes Com Lula, diz, foi diferente. “Todos faziam muito alarde quando me viam, mas ninguém ajudou. O Lula ajudou. Criou uma indenização, porque essas pessoas eram arrancadas de suas casas feito cachorro na carrocinha. Não posso falar mal do presidente Lula.”
Ney",Ciro
2022-08-01 18:42:30+00:00,1554175757689274368,@Ricamconsult Ciro Gomes é o cara.,Ciro
2022-08-01 18:42:22+00:00,1554175724097003520,"@DiegoMontelo @Hrlei1 @WanderleiTO @Laurez_Moreira @cirogomes Olha, no primeiro turno eu vou votar numa mulher. No segundo, eu te garanto que não é no Bolsonaro.",Ciro
2022-08-01 18:42:22+00:00,1554175722872242177,"@GustavoPradoCas @dapah @titobah @cirogomes No sistema político que Ciro participa é preciso governabilidade. A não ser que ele goste apenas de ser um candidato. Quando ele foi prefeito e governador não governou com referendos, mas com alianças. Só isto que pontuo. Se ele quer ser presidente vai precisar ""sujar"" as mãos.",Ciro
2022-08-01 18:42:20+00:00,1554175713938493440,@sacha_faria @cirogomes @CartunistaT deixaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Ciro
2022-08-01 18:42:16+00:00,1554175698310516736,"Ciro Gomes, da sinais q poderá desistir da candidatura a presidência.
Se assim fizer, dará apoio ao PT, se concoedarem  q algumas pautas do seu projeto sejam inseridos no projeto do PT",Ciro
2022-08-01 18:42:09+00:00,1554175669147402243,@cirogomes @CartunistaT Para com essa M.... É horrível 🤌🏽,Ciro
2022-08-01 18:42:02+00:00,1554175641179897856,"@cirogomes “Acho que justiça tem que ser feita, sabe? Trabalhei muito tempo com uma associação de ex-hansenianos e a única pessoa que ajudou foi o presidente Lula. Fui a seis ministros da Saúde.""
Ney",Ciro
2022-08-01 18:42:00+00:00,1554175632480894976,@CaboDaci @JoiaPereiraW1 @adeesantana @cirogomes 🌹😘,Ciro
2022-08-01 18:41:59+00:00,1554175627502264321,@alertatotal @LulaOficial @jairbolsonaro @cirogomes Agora quero ver debates,Ciro
2022-08-01 18:41:51+00:00,1554175595076112385,"@cirogomes Vc acha mesmo que esse seu discursinho manjado de ataque ao PT, Lula e Bolsonaro vai te ajudar em alguma coisa?
Cirão meu brother, vc já viu quanto tá a passagem pra Paris? Tu vai gastar um nota preta",Ciro
2022-08-01 18:41:48+00:00,1554175583067770881,"@menine_marx @ibanez_almeida @historia_pensar @cirogomes @CartunistaT Não existe candidato que proponha mais o debate de ideias, problemas e soluções do Ciro Gomes.
Quem quer debater proposta vai em sabatina, debatia, entrevista... E não se nega a dizer oq fará e como fará.",Ciro
2022-08-01 18:41:29+00:00,1554175501165527041,"@cirogomes @CartunistaT Cada dia mais perto de um hospício, Ciro.",Ciro
2022-08-01 18:41:24+00:00,1554175481636855809,@cirogomes @CartunistaT Meu Deus 🤦🏾‍♀️,Ciro
2022-08-01 18:41:07+00:00,1554175409461288960,@cirogomes Para de atacar o PT e se concentra em ganhar está eleição por favor. Você é o único que tem planejamento e estudo para mudar o Brasil para melhor.,Ciro
2022-08-01 18:40:24+00:00,1554175230976954368,"Augusto Nunes, Alexandre Garcia, Constantino, Guilherme Fiuza, Caio Coppola, Adrilis Jorge, Ana P Henkel, Sérgio Moro, Paulo Kogos, Carluxo, Luciano Hang, Malafaia, CIRO GOMES, Jovem Klan, Estadão, Veja, R. Oeste, MBL...

PRA MIM É TUDO A MESMA COISA

Eles vivem em função do Lula",Ciro
2022-08-01 18:40:17+00:00,1554175201751044096,"@aguedescartoon Bob Jeff pra presidente?? 
🎶 Hell naw, to the naw, naw, naw 
Hell to the naw, to the naw, naw, naw 

#PrefiroCiroPresidente12 @cirogomes https://t.co/nHzc2Dt4Kq",Ciro
2022-08-01 18:40:13+00:00,1554175182956367874,@cirogomes Vá se tratar home… se preserve,Ciro
2022-08-01 18:40:02+00:00,1554175138819702784,@cirogomes @CartunistaT Mestre dos Magos? Então foi por isso que você fugiu no momento decisivo da eleição passada. Entendi só agora!,Ciro
2022-08-01 18:39:56+00:00,1554175113502801921,@alertatotal @LulaOficial @jairbolsonaro @cirogomes Mas ele não tá preso? 🤔,Ciro
2022-08-01 18:39:14+00:00,1554174937207898115,@cirogomes @GloboNews Já decidiu pra onde vai viajar no segundo turno? Poderia abrir uma enquete...,Ciro
2022-08-01 18:39:10+00:00,1554174918601891841,"@menine_marx @ibanez_almeida @historia_pensar @cirogomes @CartunistaT ""Regras são necessárias""
Sim, são. Por acaso vc já viu algum debate sem regras? Mas é a 1° vez que vejo candidato impondo regras pra ir deater.

""Debate Collor - Lula""
Talvez vc não saiba, mas aquele debate foi gravado e faz quase 20 anos que os debates são ao vivo.",Ciro
2022-08-01 18:39:04+00:00,1554174894455365634,"@DiegoMontelo @Hrlei1 @WanderleiTO @Laurez_Moreira @cirogomes Esse eu não sei dizer. Aliás, pra mim é só fora Bolsonaro! Mas pedir votos para candidatos á presidente, jámé! 
Eu nunca fui eleitora do Paulo Mourão e não é agora que vou ser.",Ciro
2022-08-01 18:39:00+00:00,1554174875841007616,@moura_101 Chama o @cirogomes para um sabatina,Ciro
2022-08-01 18:38:52+00:00,1554174845159723012,"@cirogomes @gioewbank Quem define, se representa ou não ?",Ciro
2022-08-01 18:38:51+00:00,1554174838905905152,"@BarditoOficial @roneissu @alvaroborba E o que tem o Aécio com Ciro Gomes?

https://t.co/r2UGOyOtsU",Ciro
2022-08-01 18:38:50+00:00,1554174833503641605,"Mas é a cara do @cirogomes mesmo...
Some quando a gente mais precisa! https://t.co/0G8ge5PClv",Ciro
2022-08-01 18:38:43+00:00,1554174805477412870,"@cirogomes @gioewbank Poxa Ciro, cadê tua chapa com a Simone tebet? Vocês seriam expoentes necessários para ajudar a salvarmos o Brasil 🥺😌",Ciro
2022-08-01 18:38:01+00:00,1554174631535337472,"@M_Madd @cirogomes @gioewbank peraí...""a esquerda do PDT""? 
KKKKKKKKKKKKKKKKKKKK",Ciro
2022-08-01 18:37:30+00:00,1554174498538127361,"@caiofabiovvtv @cirogomes Excelente. Gosto do @caiofabiovvtv e gosto do @cirogomes
Esse encontro é promessa de um papo de alto nível...",Ciro
2022-08-01 18:37:29+00:00,1554174493651861504,"👇Dois caras de pau, reclamando da falta de vergonha de um governo que eles próprios apoiaram, sendo que Ciro Gomes era quem, sabidamente, o comandava!!!                                                         Vejam que absurdo, quando o falastrão Ciro Gomes, no alto de seu deseq https://t.co/78NWEZE8tM",Ciro
2022-08-01 18:37:13+00:00,1554174429869051906,@hugossouto @cirogomes @CartunistaT Eles vão morar no Leblon…. Hahahaha!,Ciro
2022-08-01 18:36:43+00:00,1554174302345433089,"@dogszaylan @cartacapital @cirogomes @jairbolsonaro @LulaOficial Se nem Lula e nem o bozo disputassem essa eleição, o segundo turno seria composto pelos indicados dos dois. O Ciranha não vai pro segundo turno nem disputando com um cupim",Ciro
2022-08-01 18:36:40+00:00,1554174290693693442,@cirogomes @CartunistaT É o outro nível do sobrinho que fazia Corel draw kkkk vergonha alheia perde,Ciro
2022-08-01 18:36:38+00:00,1554174283206823936,"@fabiohipermidia @Silviamariadoa1 @cirogomes Somos Ciro,para vencer.",Ciro
2022-08-01 18:36:16+00:00,1554174187627069440,"@HatoryWoox @marcelogbrito @JornalismoWando E quem perde alguém do calibre do Ciro Gomes é você, eu, o seu pai, a sua mãe, o seu amigo, o zé na feira e todo o povo brasileiro.

Ainda não percebeu as conexões? 👇 https://t.co/OzV7w0h3P7",Ciro
2022-08-01 18:36:12+00:00,1554174174201102344,"@huglevison Presidente: Ciro Gomes 
Governador: Ronaldo Caiado 
Senador: ?
Dep. Federal: ?
Dep. Estadual: ?",Ciro
2022-08-01 18:36:00+00:00,1554174120794923008,"Todos aqui sabem que nos últimos anos eu tenho me engajado na campanha de Ciro e disseminado o PND. No entanto, devido à possibilidade de golpe e a vantagem de Lula nas pesquisas, REAFIRMO MEU VOTO EM CIRO GOMES, pois uma coisa não tem nada a ver com a outra.",Ciro
2022-08-01 18:35:41+00:00,1554174043162558465,"@SolMarTerr @alertatotal @LulaOficial @jairbolsonaro @cirogomes Os erros de Roberto Jeferson não são nada diante dos erros do Lula,ninguém ganha do Lula e PT em roubos e manipulações,sem falar o envolvimento dele com o PCC e terroristas.",Ciro
2022-08-01 18:35:22+00:00,1554173961340157952,"@APrimeiraVia @Gielamo @cirogomes Kkkkkk a maconha que vocês estão fumando vc está estragada!!!
😂🤣😂🤣",Ciro
2022-08-01 18:34:52+00:00,1554173836878401536,"@SamPancher Volta do Temer? 
🎶 Hell naw, to the naw, naw, naw 
Hell to the naw, to the naw, naw, naw 
#PrefiroCiro #CiroPresidente12 @cirogomes https://t.co/vUaSnZLT3T",Ciro
2022-08-01 18:34:37+00:00,1554173772227297280,@cirogomes @CartunistaT Q lástima.,Ciro
2022-08-01 18:34:36+00:00,1554173770834874370,@malaguetapbp @cirogomes @gioewbank Se aliado com a esquerda do PDT que denuncia que gov militar segue as mesmas diretrizes pró rentismo que o PT?,Ciro
2022-08-01 18:34:21+00:00,1554173705139412998,@Red_Insurgent6 @cirogomes @gioewbank https://t.co/k9Cj5vtcbb,Ciro
